,user_id,video_id,hourmin,time_ms,is_follow,is_comment,is_forward,is_hate,play_time_ms,duration_ms,profile_stay_time,comment_stay_time,is_profile_enter,is_rand,tab,split
170,926,864,1400,1650695575204,0,0,0,0,10796,20400,0,0,0,1,1,train
171,538,1335,2100,1650718748659,0,0,0,0,25845,10033,0,6500,0,1,1,train
172,11,1355,2000,1650715100155,0,0,0,0,135750,199416,0,0,0,1,1,train
173,538,7099,1300,1650689904343,0,0,0,0,53388,71933,0,0,0,1,1,train
174,538,2212,1200,1650688844371,0,0,0,0,10939,167633,0,0,0,1,1,train
175,440,847,2100,1650719450221,0,0,0,0,51399,179800,0,0,0,1,1,train
176,929,5972,1500,1650697863435,0,0,0,0,45049,386000,0,0,0,1,1,train
177,369,2580,700,1650669014821,0,0,0,0,9438,235366,0,0,0,1,1,train
178,764,401,1800,1650708436275,0,0,0,0,18228,15966,0,0,0,1,1,train
179,17,3941,2100,1650720700538,0,0,0,0,17226,31103,0,0,0,1,1,train
180,60,5513,1700,1650706838302,0,0,0,0,8385,37266,0,0,0,1,1,train
181,173,3654,1300,1650691788829,0,0,0,0,12372,298200,0,0,0,1,1,train
182,484,5964,600,1650666952334,0,0,0,0,86640,81733,0,0,0,1,1,train
183,465,5914,1700,1650707169524,0,0,0,0,16307,8866,0,0,0,1,1,train
184,651,6554,2200,1650722851377,0,0,0,0,9405,101400,0,0,0,1,1,train
185,450,21,1200,1650688165391,0,0,0,0,16582,105666,0,0,0,1,1,train
186,650,1685,1200,1650688998069,0,0,0,0,13766,15683,0,0,0,1,1,train
187,117,6613,900,1650677871331,0,0,0,0,16570,15307,0,0,0,1,1,train
188,355,3043,900,1650675209432,0,0,0,0,71591,72233,0,0,0,1,1,train
189,355,6737,900,1650675489099,0,0,0,0,28525,98520,0,0,0,1,1,train
190,119,2444,1500,1650698273475,0,0,0,0,15998,86252,0,0,0,1,1,train
191,119,1541,1700,1650707301886,0,0,0,0,8382,83000,0,0,0,1,1,train
192,119,3612,1800,1650707687692,0,0,0,0,61309,179900,0,0,0,1,1,train
193,61,3705,2000,1650715930110,0,0,0,0,37422,37333,0,16772,1,1,1,train
194,61,3354,1800,1650710482462,0,0,0,0,46345,42900,0,18286,0,1,1,train
195,61,3699,1800,1650710088747,0,0,0,0,19982,43083,0,0,0,1,1,train
196,61,4987,1600,1650701843919,0,0,0,0,8599,12166,0,889,0,1,1,train
197,929,4699,1500,1650699622384,0,0,0,0,9863,10633,0,0,0,1,1,train
198,648,7243,1100,1650683931262,0,0,0,0,19646,52500,0,0,0,1,1,train
199,883,2539,2000,1650717530545,0,0,0,0,17919,98932,0,0,0,1,1,train
200,931,932,2100,1650719288819,0,0,0,0,7921,49450,0,0,0,1,1,train
201,177,5965,1700,1650704581641,0,0,0,0,38141,88840,0,0,0,1,1,train
202,709,6365,1600,1650700320191,0,0,0,0,631,68100,0,0,0,1,1,train
203,271,792,200,1650649710558,0,0,0,0,10625,12266,0,0,0,1,1,train
204,272,1668,1700,1650706892007,0,0,0,0,12144,216360,0,0,0,1,1,train
205,536,1089,2000,1650717247889,0,0,0,0,16554,60300,0,0,0,1,1,train
206,536,5852,1300,1650690192209,0,0,0,0,7185,162800,0,0,0,1,1,train
207,536,5673,1200,1650688671311,0,0,0,0,8274,301466,0,0,0,1,1,train
208,399,1488,1900,1650713685257,0,0,0,0,7051,111233,0,0,0,1,1,train
209,152,6607,1600,1650700596595,0,0,0,0,38916,43840,0,0,0,1,1,train
210,321,7180,1100,1650682375401,0,0,0,0,845,21100,0,0,0,1,1,train
211,282,2447,800,1650673674466,0,0,0,0,8096,76076,0,0,0,1,1,train
212,282,3511,1600,1650700799578,0,0,0,0,13178,130733,0,0,0,1,1,train
213,536,6151,1100,1650684109224,0,0,0,0,26983,29280,0,0,0,1,1,train
214,282,5690,1600,1650701912011,0,0,0,0,47874,114220,0,0,0,1,1,train
215,282,4554,2000,1650717286848,0,0,0,0,43967,60033,0,0,0,1,1,train
216,282,3725,2000,1650717956354,0,0,0,0,23592,134734,0,0,0,1,1,train
217,225,1284,1900,1650713786943,0,0,0,0,7107,63500,0,0,0,1,1,train
218,939,582,100,1650648150808,0,0,0,0,7609,279040,0,0,0,1,1,train
219,862,5076,2100,1650719174804,0,0,0,0,9938,218766,0,0,0,1,1,train
220,282,6686,1000,1650680889318,0,0,0,0,22491,93100,0,0,0,1,1,train
221,324,842,1700,1650707287042,0,0,0,0,13240,271683,0,0,0,1,1,train
222,321,3979,1500,1650697634246,0,0,0,0,22958,213625,0,0,0,1,1,train
223,321,3507,2000,1650717104657,0,0,0,0,40203,46066,0,0,1,1,1,train
224,498,2799,2300,1650726743099,0,0,0,0,7663,112900,0,0,0,1,1,train
225,160,4054,1900,1650712412065,0,0,0,0,19355,18133,0,0,0,1,1,train
226,721,7291,2200,1650725092123,0,0,0,0,7895,98680,0,0,0,1,1,train
227,355,993,2200,1650723200171,0,0,0,0,27825,81066,0,0,0,1,1,train
228,269,1190,1500,1650697538495,0,0,0,0,17262,35300,0,0,0,1,1,train
229,269,6824,1900,1650711251273,0,0,0,0,24064,113500,0,0,0,1,1,train
230,269,5918,1900,1650714554113,0,0,0,0,55007,305933,0,0,0,1,1,train
231,721,1497,900,1650678718127,0,0,0,0,33601,31281,0,0,0,1,1,train
232,321,6281,1800,1650708994803,0,0,0,0,80099,88640,0,0,0,1,1,train
233,491,2907,1600,1650701067803,0,0,0,0,48208,83360,0,0,0,1,1,train
234,768,4461,1400,1650694815441,0,0,0,0,42209,264033,0,0,0,1,1,train
235,768,1488,1900,1650712956479,0,0,0,0,8947,111233,0,0,0,1,1,train
236,768,6830,2000,1650715694556,0,0,0,0,8482,153720,0,0,0,1,1,train
237,709,4572,700,1650670531298,0,0,0,0,10382,43366,0,0,0,1,1,train
238,321,1977,2300,1650727861373,0,0,0,0,30586,29200,0,0,0,1,1,train
239,709,2443,800,1650673413090,0,0,0,0,10707,181750,0,0,0,1,1,train
240,321,3731,2100,1650717876139,0,0,0,0,89115,242040,0,0,0,1,1,train
241,321,850,2000,1650717451123,0,0,0,0,18314,76233,0,0,0,1,1,train
242,869,2737,2000,1650716293259,0,0,0,0,20041,146016,0,0,0,1,1,train
243,461,6451,800,1650673340563,0,0,0,0,11148,12268,0,0,0,1,1,train
244,922,1617,1300,1650691456520,0,0,0,0,37542,81966,0,0,0,1,1,train
245,990,4671,1700,1650704264816,0,0,0,0,22575,35120,0,0,0,1,1,train
246,378,6625,600,1650665941589,0,0,0,0,12530,146033,0,0,0,1,1,train
247,415,5067,600,1650666180690,0,0,0,0,31237,31900,0,0,0,1,1,train
248,498,1677,2300,1650725977950,0,0,0,0,27867,15081,0,0,0,1,1,train
249,886,3048,0,1650645064534,0,0,0,0,22214,104740,0,0,0,1,1,train
250,886,792,1200,1650688893951,0,0,0,0,12643,12266,0,0,0,1,1,train
251,883,3925,900,1650677492918,0,0,0,0,12009,182233,0,0,0,1,1,train
252,883,6705,900,1650676934689,0,0,0,0,8531,43833,0,0,0,1,1,train
253,417,4278,300,1650655665920,0,0,0,0,13196,12733,0,2108,0,1,1,train
254,701,1906,1000,1650680656079,0,0,0,0,46124,44633,0,0,0,1,1,train
255,78,3156,2200,1650722328790,0,0,0,0,11402,25033,0,0,0,1,1,train
256,891,647,1800,1650710738759,0,0,0,0,7971,75966,0,0,0,1,1,train
257,892,1825,2000,1650716829275,0,0,0,0,19445,18059,0,0,0,1,1,train
258,695,5664,2100,1650718731532,0,0,0,0,11160,197530,0,0,0,1,1,train
259,382,7315,1900,1650714032985,0,0,0,0,12986,306566,0,0,0,1,1,train
260,569,5066,100,1650648019373,0,0,0,0,16395,16966,0,0,0,1,1,train
261,597,3054,700,1650669101786,0,0,0,0,16144,611875,0,0,0,1,1,train
262,597,909,2200,1650723175468,0,0,0,0,72461,183200,0,0,0,1,1,train
263,8,1265,1600,1650700309025,0,0,0,0,21753,26233,0,0,0,1,1,train
264,78,6647,1900,1650713553420,0,0,0,0,117756,128533,0,0,0,1,1,train
265,237,3034,800,1650673657005,0,0,0,0,8369,213600,0,0,0,1,1,train
266,451,5748,0,1650642966265,0,0,0,0,7927,113733,0,0,0,1,1,train
267,544,2722,0,1650643805923,0,0,0,0,20005,104033,0,0,0,1,1,train
268,883,2365,2200,1650721789659,0,0,0,0,43171,65566,0,0,0,1,1,train
269,883,326,2200,1650722131366,0,0,0,0,26579,45466,0,0,0,1,1,train
270,103,6928,1700,1650706006772,0,0,0,0,8060,305960,0,0,0,1,1,train
271,103,1677,1800,1650708931760,0,0,0,0,48648,15081,0,0,0,1,1,train
272,883,4507,1200,1650688951648,0,0,0,0,38360,114760,0,0,0,1,1,train
273,883,2018,1200,1650688715802,0,0,0,0,18182,7160,0,0,0,1,1,train
274,883,1026,1000,1650680745526,0,0,0,0,93303,90120,0,0,0,1,1,train
275,377,5045,1900,1650714477278,0,0,0,0,8094,188333,0,0,0,1,1,train
276,451,7055,2300,1650726739724,0,0,0,0,24942,20480,0,0,0,1,1,train
277,192,4337,1600,1650701786041,0,0,0,0,11567,125640,0,0,1,1,1,train
278,189,3500,0,1650643155351,0,0,0,0,8621,87616,0,0,0,1,1,train
279,728,3679,900,1650677992145,0,0,0,0,14530,312650,0,0,0,1,1,train
280,106,3127,100,1650649077861,0,0,0,0,8217,30133,0,0,0,1,1,train
281,192,6479,2200,1650723072196,0,0,0,0,21129,189866,0,0,0,1,1,train
282,841,771,1600,1650701942147,0,0,0,0,23182,22066,0,0,0,1,1,train
283,698,3152,2000,1650716204699,0,0,0,0,17369,133333,0,0,0,1,1,train
284,373,4347,800,1650673645626,0,0,0,0,24512,143233,0,0,0,1,1,train
285,553,7000,400,1650659948233,0,0,0,0,26991,539800,0,0,0,1,1,train
286,189,6946,700,1650668785608,0,0,0,0,7292,12366,0,0,0,1,1,train
287,877,6813,1000,1650680499886,0,0,0,1,2053,105300,0,0,0,1,1,train
288,237,5732,900,1650675633917,0,0,0,0,3155,86933,0,0,0,1,1,train
289,237,6579,900,1650676213170,0,0,0,0,16498,78633,0,0,0,1,1,train
290,833,5427,2200,1650725273894,0,0,0,0,10412,111960,0,0,0,1,1,train
291,833,5226,2200,1650724455559,0,0,0,0,10910,97700,0,0,0,1,1,train
292,511,3579,900,1650675366357,0,0,0,0,12127,14466,0,0,0,1,1,train
293,454,6579,0,1650641842538,0,0,0,0,28199,78633,0,0,0,1,1,train
294,454,4769,0,1650642869548,0,0,0,0,72466,240050,0,0,0,1,1,train
295,454,3797,0,1650644085408,0,0,0,0,19243,167683,0,0,0,1,1,train
296,454,2778,1700,1650705115275,0,0,0,0,23384,86883,0,0,0,1,1,train
297,918,6765,2100,1650719435063,0,0,0,0,12648,87266,0,0,0,1,1,train
298,912,4863,1600,1650700948304,0,0,0,0,18016,120500,0,0,0,1,1,train
299,918,3583,2300,1650726723054,0,0,0,0,12636,13550,0,0,0,1,1,train
300,251,5753,1400,1650694935906,0,0,0,0,16901,84057,0,0,0,1,1,train
301,252,1775,900,1650677175590,0,0,0,0,110894,174200,0,0,0,1,1,train
302,372,679,1200,1650686265485,0,0,0,0,11286,10950,0,0,0,1,1,train
303,664,754,1700,1650706849082,0,0,0,0,7006,251633,0,0,0,1,1,train
304,664,6214,800,1650672858512,0,0,0,0,7037,76933,0,0,0,1,1,train
305,707,4045,500,1650663933794,0,0,0,0,8671,0,0,0,0,1,1,train
306,664,837,600,1650666359805,0,0,0,0,15470,233466,0,0,0,1,1,train
307,868,1634,900,1650677084594,0,0,0,0,8664,11016,0,0,0,1,1,train
308,707,3702,500,1650662195225,0,0,0,0,13015,240800,0,0,0,1,1,train
309,496,4440,900,1650676443483,0,0,0,0,11128,275760,0,0,0,1,1,train
310,912,4650,1100,1650682631091,0,0,0,0,36076,61266,0,0,0,1,1,train
311,244,610,1200,1650687119741,0,0,0,0,14689,21633,0,0,0,1,1,train
312,237,3394,1100,1650683920220,0,0,0,0,74360,77077,0,0,0,1,1,train
313,237,1021,1100,1650685000353,0,0,0,0,21516,28566,0,0,0,1,1,train
314,539,968,2200,1650724651522,0,0,0,0,49011,76900,0,0,0,1,1,train
315,539,5051,1300,1650690405587,0,0,0,0,68579,26920,0,0,0,1,1,train
316,742,696,1900,1650711800266,0,0,0,0,7953,194433,0,0,0,1,1,train
317,597,468,2300,1650728001552,0,0,0,0,8079,95100,0,0,0,1,1,train
318,688,3938,1400,1650695963393,0,0,0,0,13170,64950,0,0,0,1,1,train
319,686,154,2100,1650719215115,0,0,0,0,25747,55766,0,0,0,1,1,train
320,244,2009,2200,1650723261459,0,0,0,0,8549,33133,0,0,0,1,1,train
321,114,3995,1100,1650685564049,0,0,0,0,10600,191960,0,0,0,1,1,train
322,685,378,1400,1650694103689,0,0,0,0,8858,181931,0,0,0,1,1,train
323,685,6727,600,1650667323335,0,0,0,0,76567,303866,0,0,0,1,1,train
324,427,5260,1600,1650702605640,0,0,0,0,25029,12366,0,19762,0,1,1,train
325,679,6004,700,1650668947381,0,0,0,0,9674,248533,0,0,0,1,1,train
326,511,952,1300,1650691670783,0,0,0,0,11111,111100,0,0,0,1,1,train
327,706,6009,600,1650665865739,0,0,0,0,11875,122000,0,0,0,1,1,train
328,433,5828,1000,1650680776105,0,0,0,0,7570,26200,0,0,0,1,1,train
329,496,6528,900,1650677328382,0,0,0,0,20823,168720,0,0,0,1,1,train
330,114,3745,2300,1650723259349,0,0,0,0,7706,570366,0,0,0,1,1,train
